"Lg2.sorted.bam.bam.Coop.bam" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 2 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0
"Lg2.sorted.bam.bam.CoxOrange.bam" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 2 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 2 1 0 0 0 0 1 0 0 0 0 1 2 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 1 0
"Lg2.sorted.bam.bam.CrimsonCrisp.bam" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 3 1 1 2 1 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 3 1 0 0 1 1 1 0 0 0 0 1 2 1 1 1 0 0 0 0 0 0 0 0 2 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0
"Lg2.sorted.bam.bam.CrippsPink.bam" 1 1 0 0 0 0 0 1 1 0 0 0 0 0 2 0 1 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 0 1 0
"Lg2.sorted.bam.bam.Delicious.bam" 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 2 1 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 1 1 1 1 0 0 0 0 1 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0
"Lg2.sorted.bam.bam.Dolgo.bam" 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 2 0 1 0 1 0 1 2 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 1 2 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 3
"Lg2.sorted.bam.bam.Duchess.bam" 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 1 2 1 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 0 1 1 1 0 0 0 0 1 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0
"Lg2.sorted.bam.bam.F226829.bam" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 2 1 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 1 1 1 1 0 0 0 0 0 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0
"Lg2.sorted.bam.bam.Frostbite.bam" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 1 0 1 0 1 2 1 0 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0
"Lg2.sorted.bam.bam.Fuji.bam" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 2 1 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 1 0 1 1 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 1 0
"Lg2.sorted.bam.bam.GoldenDelicious.bam" 0 0 0 0 0 0 0 1 0 0 0 2 1 1 1 0 1 0 0 1 1 2 1 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 2 1 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 1 0 0 1 0
"Lg2.sorted.bam.bam.Haralson.bam" 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 1 1 2 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 0 1 1 1 0 0 0 0 1 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0
"Lg2.sorted.bam.bam.HG129.bam" 2 2 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 1 0 0 3 0 1 0 0 0 0 0 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 2 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 2 1 0 0 1 3 0 0 0 0 0 1 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0
"Lg2.sorted.bam.bam.HG139.bam" 0 0 1 2 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0 1 2 2 1 0 0 3 0 0 0 0 0 0 0 0 2 0 1 0 1 1 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 1 0 1 1 0 0 0 1 0 0 1 2 0 0 1 0 0 1 0 1 0 0 0 3 1 0 0 1 2 1 0 0 0 0 2 2 2 1 2 0 1 1 0 0 0 0 1 0 0 0 0 2 1 0 1 1 0 1 1 0 0 0 1 0
"Lg2.sorted.bam.bam.HG140.bam" 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 2 2 2 2 0 0 1 0 0 0 0 0 0 1 0 3 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 2 1 1 0 2 1 0 0 0 1 0 0 1 1 0 0 1 0 0 1 0 1 0 0 1 3 1 0 0 1 3 1 0 0 0 0 1 2 1 2 1 0 0 0 3 0 0 0 1 0 0 0 0 2 1 0 0 1 0 1 0 0 0 0 2 0
"Lg2.sorted.bam.bam.HG141.bam" 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 2 1 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 2 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1 0 0 0 1 0 2 1 0 0 1 1 1 0 0 0 0 1 2 1 3 2 0 0 0 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 0 0 2 0
"Lg2.sorted.bam.bam.HG142.bam" 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 2 0 1 2 2 1 0 0 4 0 0 1 1 2 0 1 0 3 0 1 2 1 1 1 0 2 1 0 1 1 1 1 3 2 1 1 2 1 1 1 3 1 0 1 0 1 0 0 2 2 1 1 1 0 0 1 1 1 0 0 0 3 3 1 1 2 2 1 1 0 0 1 1 2 1 1 1 0 0 1 0 1 1 1 1 0 1 0 2 4 2 0 0 1 0 0 0 0 0 0 2 0
"Lg2.sorted.bam.bam.HG143.bam" 2 2 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 2 2 2 1 0 0 2 0 0 0 1 0 0 0 0 2 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 0 2 1 1 0 2 1 0 0 0 1 0 0 1 2 0 0 1 0 0 1 0 1 0 0 0 3 1 0 1 1 1 1 0 0 0 0 1 2 1 2 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 2 0
"Lg2.sorted.bam.bam.HG144.bam" 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 2 1 0 2 2 0 2 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 1 1 0 0 0 0 0 1 1 1 0 1 1 0 0 2 1 1 0 1 0 0 0 0 1 0 0 1 2 0 0 1 0 0 1 0 1 0 0 1 3 2 0 0 1 1 1 0 0 0 0 1 2 1 1 1 0 0 1 0 0 0 0 1 1 0 0 0 1 1 0 0 1 0 1 1 0 0 0 3 0
"Lg2.sorted.bam.bam.HG145.bam" 0 0 1 3 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 3 3 2 1 1 0 2 1 0 0 0 1 3 2 0 1 1 2 1 2 2 2 1 1 2 1 2 1 2 0 2 1 0 1 3 2 1 0 2 2 0 1 0 1 0 0 2 3 1 2 1 1 1 1 2 2 0 0 0 3 4 1 0 3 1 1 0 1 1 2 2 2 3 3 3 0 1 2 0 2 1 2 2 2 2 0 1 5 2 0 1 1 0 0 0 0 0 0 3 1
"Lg2.sorted.bam.bam.HG146.bam" 2 0 0 0 0 0 0 1 1 0 2 0 0 0 0 0 3 0 0 1 2 2 1 1 0 3 0 0 0 0 0 0 0 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 2 1 1 0 2 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 2 1 0 0 1 1 1 0 0 0 0 1 2 1 1 1 0 0 0 2 0 0 1 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 1 0
"Lg2.sorted.bam.bam.HG147.bam" 0 0 1 0 0 0 0 1 0 0 2 0 0 0 0 0 1 0 0 1 1 2 1 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 0 0 0 0 1 2 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 2
"Lg2.sorted.bam.bam.HoneyCrisp.bam" 0 0 0 0 0 1 0 2 1 1 1 0 0 1 1 0 1 0 0 1 1 2 1 0 0 2 0 0 0 0 0 2 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 1 2 1 0 0 1 1 1 0 0 0 0 1 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0
"Lg2.sorted.bam.bam.Jonathan.bam" 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 1 2 1 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 1 1 1 1 0 0 0 0 1 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0
"Lg2.sorted.bam.bam.McIntosh.bam" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 2 1 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 2 1 0 1 1 0 1 0 0 0 0 1 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
